,tweet,language,mentions
540,rt watch the teaser ms rami n desai in conversation with mr abhijit iyer mitra full epi,en,"[{'screen_name': 'insightwithrami', 'name': 'insight', 'id': '1414471780001992706'}, {'screen_name': 'ramindesai', 'name': 'rami niranjan desai', 'id': '1000311006017421312'}, {'screen_name': 'iyervval', 'name': 'abhijit iyer-mitra', 'id': '1963945884'}]"
541,announcement th dharma dhamma conference dates october call for papers for details,en,[]
542,rt book review feminine journeys of the mahabharata hindu women in history text and practice,en,"[{'screen_name': 'rammadhav_rss', 'name': 'ram madhav', 'id': '751400048'}]"
543,read the book review by shri ram madhav of the book feminine journeys of the mahabharata hindu women in history text and practice authored by prof lavanya vemsani on today,en,"[{'screen_name': 'rammadhav_rss', 'name': 'ram madhav', 'id': '751400048'}, {'screen_name': 'profvemsani', 'name': 'dr. lavanya vemsani ph.d.', 'id': '2176158111'}]"
544,rt reflections on kashmir,en,"[{'screen_name': 'rammadhav_rss', 'name': 'ram madhav', 'id': '751400048'}, {'screen_name': 'ajitdatta', 'name': 'ajit datta', 'id': '81801182'}]"
545,rt penned down my thoughts after attending s in the kashmir valley do give it a read reflections on,en,"[{'screen_name': 'ajitdatta', 'name': 'ajit datta', 'id': '81801182'}, {'screen_name': 'indfoundation', 'name': 'india foundation', 'id': '1466758298'}]"
546,reflections on kashmir an article by ajit datta published on,en,"[{'screen_name': 'ajitdatta', 'name': 'ajit datta', 'id': '81801182'}]"
547,rt watch rami niranjan desai in conversation with shri shehzad poonawalla video link,in,"[{'screen_name': 'insightwithrami', 'name': 'insight', 'id': '1414471780001992706'}, {'screen_name': 'ramindesai', 'name': 'rami niranjan desai', 'id': '1000311006017421312'}, {'screen_name': 'shehzad_ind', 'name': 'shehzad jai hind', 'id': '392608775'}]"
548,rt watch the teaser ms rami n desai in conversation with mr abhijit iyer mitra full epi,en,"[{'screen_name': 'insightwithrami', 'name': 'insight', 'id': '1414471780001992706'}, {'screen_name': 'ramindesai', 'name': 'rami niranjan desai', 'id': '1000311006017421312'}, {'screen_name': 'iyervval', 'name': 'abhijit iyer-mitra', 'id': '1963945884'}]"
549,rt nd episode of will be released soon where ms rami n desai is in conversation with mr abhijit iye,en,"[{'screen_name': 'insightwithrami', 'name': 'insight', 'id': '1414471780001992706'}, {'screen_name': 'ramindesai', 'name': 'rami niranjan desai', 'id': '1000311006017421312'}]"
550,the taipei takeover china now has teeth to fulfill its longstanding desire to reunify taiwan an article by shri ram madhav member board of governors india foundation published in,en,"[{'screen_name': 'rammadhav_rss', 'name': 'ram madhav', 'id': '751400048'}, {'screen_name': 'openthemag', 'name': 'open magazine', 'id': '62762183'}]"
551,,und,[]
552,rt she wielded magic w words she resolved conflicts w words she counselled kings w words she inspired children w words,en,"[{'screen_name': 'beingpavithras', 'name': '🌷pavithra srinivasan🌷', 'id': '962261671057264640'}]"
553,digital assets and national security an article by col akshaya handa published on,en,[]
554,ten years of the young thinkers meet ytm writes aaditya tiwari,en,"[{'screen_name': 'aadityahbti', 'name': 'aaditya भारत (བྷཱ་རཏ) tiwari', 'id': '69291971'}]"
555,avvaiyaar the first lady who averted war an article by pavithra srinivasan research fellow india foundation published on,en,"[{'screen_name': 'beingpavithras', 'name': '🌷pavithra srinivasan🌷', 'id': '962261671057264640'}]"
556,avvaiyaar the first lady who averted war an article by pavithra srinivasan research fellow india foundation published on,en,"[{'screen_name': 'beingpavithras', 'name': '🌷pavithra srinivasan🌷', 'id': '962261671057264640'}]"
557,nd episode of will be released soon where ms rami n desai is in conversation with mr abhijit iyer mitra watch the teaser,en,"[{'screen_name': 'ramindesai', 'name': 'rami niranjan desai', 'id': '1000311006017421312'}, {'screen_name': 'iyervval', 'name': 'abhijit iyer-mitra', 'id': '1963945884'}]"
558,rt having been a part of the decade long journey of young thinkers meet of i have tried to reflect back and s,en,"[{'screen_name': 'aadityahbti', 'name': 'aaditya भारत (བྷཱ་རཏ) tiwari', 'id': '69291971'}, {'screen_name': 'indfoundation', 'name': 'india foundation', 'id': '1466758298'}]"
559,ten years of the young thinkers meet ytm writes aaditya tiwari,en,"[{'screen_name': 'aadityahbti', 'name': 'aaditya भारत (བྷཱ་རཏ) tiwari', 'id': '69291971'}]"
560,digital assets and national security an article by col akshaya handa published on,en,[]
561,watch live the book discussion on speakers live video link on youtube,en,"[{'screen_name': 'sanjeevsanyal', 'name': 'sanjeev sanyal', 'id': '18837791'}, {'screen_name': 'priyam_manisha', 'name': 'manisha priyam', 'id': '798188064'}, {'screen_name': 'iguruprakash', 'name': 'guru prakash paswan', 'id': '83205168'}, {'screen_name': 'sudarshanr108', 'name': 'sudarshan ramabadran', 'id': '2662253353'}]"
562,dr pukhrem spoke in the panel on decoding geo economics how the australia india partnership can propel quad engagement in india s northeast and eastern neighbourhood,en,[]
563,dr shristi pukhrem senior research fellow india foundation participated in a web dialogue on a prosperous indo pacific enhancing cooperation in india s northeast and eastern neighbourhood organised by asian confluence and australian consulate general kolkata,en,[]
564,,und,[]
565,,und,[]
566,,und,[]
567,,und,[]
568,,und,[]
569,true worship is samarpan dissolving into the eternal an article by shri ram madhav member board of governors india foundation published on,en,"[{'screen_name': 'rammadhav_rss', 'name': 'ram madhav', 'id': '751400048'}]"
570,india foundation is organising a book discussion on on july at pm speakers include rsvp to join,en,"[{'screen_name': 'penguinindia', 'name': 'penguin india', 'id': '15656642'}, {'screen_name': 'sanjeevsanyal', 'name': 'sanjeev sanyal', 'id': '18837791'}, {'screen_name': 'priyam_manisha', 'name': 'manisha priyam', 'id': '798188064'}, {'screen_name': 'iguruprakash', 'name': 'guru prakash paswan', 'id': '83205168'}, {'screen_name': 'sudarshanr108', 'name': 'sudarshan ramabadran', 'id': '2662253353'}]"
571,read the book review by shri ram madhav member board of governors india foundation of the book published on,en,"[{'screen_name': 'rammadhav_rss', 'name': 'ram madhav', 'id': '751400048'}]"
572,india foundation and nalanda university invites research papers for presentation in the th dharma dhamma conference,en,[]
573,south asian agenda of the taliban and al qaeda an article by prof k n pandita published on,en,[]
574,kargil the lessons then and now an article by maj gen dhruv c katoch director india foundation published on,en,"[{'screen_name': 'dhruv_ck', 'name': 'dhruv c katoch', 'id': '4900319414'}]"
575,rt the video can be watched on the following link,en,"[{'screen_name': 'chinmayamission', 'name': 'chinmaya mission', 'id': '31122143'}]"
576,india foundation podcast on the auspicious occasion of guru purnima today on chintan watch shri sudarshan ramabadran in conversation with swami swaroopananda ji head chinmaya mission worldwide,en,"[{'screen_name': 'sudarshanr108', 'name': 'sudarshan ramabadran', 'id': '2662253353'}, {'screen_name': 'chinmayamission', 'name': 'chinmaya mission', 'id': '31122143'}, {'screen_name': 'swswaroopananda', 'name': 'swami swaroopananda', 'id': '761494349809065984'}]"
577,,und,[]
578,,und,[]
579,,und,[]
580,,und,[]
581,,und,[]
582,,und,[]
583,,und,[]
584,,und,[]
585,minimum government maximum governance how the expanded cabinet passes this test an article by kishen kudur shastry published on,en,"[{'screen_name': 'kskishen', 'name': 'kishen shastry', 'id': '1015866638112092160'}]"
586,rt greetings on kargil vijay divas as we remember our braves we must also introspect on what went wrong and on the challenges,en,"[{'screen_name': 'dhruv_ck', 'name': 'dhruv c katoch', 'id': '4900319414'}]"
587,rt kargil the lessons then and now,en,"[{'screen_name': 'rammadhav_rss', 'name': 'ram madhav', 'id': '751400048'}]"
588,kargil the lessons then and now an article by maj gen dhruv c katoch director india foundation published on,en,"[{'screen_name': 'dhruv_ck', 'name': 'dhruv c katoch', 'id': '4900319414'}]"
589,young delegates of india foundation s young thinkers meet in a group photograph with shri ji hon ble lieutenant governor of jammu and kashmir day long concluded with hon ble lt governor s address and interactive session with delegates,en,"[{'screen_name': 'manojsinha_', 'name': 'manoj sinha', 'id': '2427057066'}]"
590,shri manoj sinha hon ble lieutenant governor of jammu and kashmir is speaking in india foundation s young thinkers meet in srinagar jammu and kashmir,en,"[{'screen_name': 'manojsinha_', 'name': 'manoj sinha', 'id': '2427057066'}]"
591,shri arun kumar mehta chief secretary jammu and kashmir is speaking in india foundation s young thinkers meet in srinagar jammu and kashmir,en,[]
592,shri altaf bukhari president j amp k apni party is speaking in the plenary session v on regional politics with national outlook at india foundation s young thinkers meet in srinagar jammu and kashmir,en,"[{'screen_name': 'altafbukhari01', 'name': 'altaf bukhari', 'id': '2597480934'}, {'screen_name': 'apnipartyonline', 'name': 'j&k apni party', 'id': '1239938131488464897'}]"
593,,und,[]
594,a firey debate among young delegates in the mock parliament at india foundation s young thinkers meet the session is chaired by shri ram madhav,en,"[{'screen_name': 'rammadhav_rss', 'name': 'ram madhav', 'id': '751400048'}]"
595,shri rayees mohammad bhat ssp baramulla is speaking in india foundation s young thinkers meet in pahalgam j amp k,en,[]
596,ms sheema nabi qasba ssp rajouri is speaking in the india foundation s young thinkers meet in pahalgam j amp k,en,[]
597,in his presentation mr raghav pandey spoke on indian economic growth and role of courts at the young thinkers meet in pahalgam j amp k,en,"[{'screen_name': 'raghavpandeyy', 'name': 'raghav pandey', 'id': '83575211'}]"
598,shri shaurya doval member board of governors india foundation chaired the plenary session v on counter insurgency in jammu and kashmir at india foundation s young thinkers meet in pahalgam j amp k,en,"[{'screen_name': 'shaurya_doval', 'name': 'shaurya doval', 'id': '1609748304'}]"
599,shri usman majid spoke in the plenary session v on counter insurgency in jammu and kashmir at india foundation s young thinkers meet in pahalgam j amp k,en,"[{'screen_name': 'usman_majid1', 'name': 'usman majid', 'id': '1160266808'}]"
600,,und,[]
601,,und,[]
602,a very provocative and thought provoking panel discussion on missing narratives with an engaging q amp a session session chaired by shri ram madhav with shri and as speakers,en,"[{'screen_name': 'rammadhav_rss', 'name': 'ram madhav', 'id': '751400048'}, {'screen_name': 'junaid_mattu', 'name': 'junaid azim mattu', 'id': '2241167263'}, {'screen_name': 'asyounotwish', 'name': 'sonam mahajan', 'id': '342034927'}, {'screen_name': 'smritikak', 'name': 'smriti kak', 'id': '1913838684'}]"
603,mr junaid mattu mayor srinagar is speaking in the session on missing narratives at india foundation s young thinkers meet in pahalgam jammu and kashmir,en,"[{'screen_name': 'junaid_mattu', 'name': 'junaid azim mattu', 'id': '2241167263'}]"
604,ms sonam mahajan is speaking in the session on missing narratives at india foundation s young thinkers meet in pahalgam j amp k,en,"[{'screen_name': 'asyounotwish', 'name': 'sonam mahajan', 'id': '342034927'}]"
605,,und,[]
606,ms smriti kak journalist is speaking in the panel discussion on missing narratives at india foundation s young thinkers meet in pahalgam jammu and kashmir,en,[]
607,ms b shruti rao is making her presentation on political meritocracy a necessary condition for good governance at india foundation s young thinkers meet in pahalgam j amp k,en,"[{'screen_name': 'bshrutirao', 'name': 'b shruti rao', 'id': '1206813505954799616'}]"
